survey,id,regions_of_interest,topics_of_interest,special_stories,formats_used,open_text_media,formats_preferred,residence_town,place_of_birth,small_age_band,person_type,web_device,web_at_home,registered_voter,big_age_band,language,latino,gender,tv_video_language,radio_audio_language,print_language,trust_national_news,trust_local_news,trust_social_media_news,trust_news_from_social_circle,trust_sources_of_news_about_my_community,local_news_covers_issues_important_to_me,local_news_reflects_my_beliefs_values
English,2022/06/05 2:51:21 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Social media,Record Journal,Social media,Meriden,USA,40-49,Parent,Yes,Yes,Yes,age30_49,English,Yes,Woman,English,English,English,A lot,A lot,Some,Some,Agree,Disagree,Neutral
English,2022/06/05 3:22:03 PM EST,Local;International,Education;Health;Local events;Opportunities for community engagement;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors,Newspapers,Record Journal,Newspapers,Meriden,USA,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral
English,2022/06/05 4:04:57 PM EST,Local,"Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to teens;Topics related to seniors,TV,Record Journal,Text message,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,NA,Some,Some,Some,Some,Neutral,Neutral,Neutral
English,2022/06/08 4:20:03 PM EST,None,"Sports;Music, arts, and culture;Opportunities for community engagement",Topics related to small business owners,TV,FOX news and CNN,TV,Meriden,USA,Under 18,Student,Yes,Yes,No,age00_29,English,Yes,Opt out,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Not at all,Not at all,Neutral,Neutral,Disagree
English,2022/06/08 4:43:46 PM EST,Local;State,Politics;Local businesses;Local events,None of these,News apps/news websites,Hartford Courant Ct Post WTNH,News apps/news websites,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,No,Man,English,English,English,Some,Some,Some,Not at all,Disagree,Disagree,Disagree
English,2022/06/08 4:51:25 PM EST,International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events",Topics related to families with children;Topics related to teens;Topics related to small business owners,TV,Record Journal and Fox News and Chanel 3,TV,Meriden,USA,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,English,English,English,Some,Some,Some,A lot,Neutral,Neutral,Neutral
English,2022/06/09 6:52:23 AM EST,Local;State;Yo'u're too biased.  way too liberal.,"Sports;Local businesses;Education;Local events;Finance, wealth, and financial literacy;Technology;Travel and hospitality;Food",Topics related to seniors;Topics related to small business owners;Topics related to community engagement,TV,NA,TV,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,Opt out,Man,English,NA,NA,Not at all,Not at all,Not at all,Some,Disagree,Disagree,Disagree
English,2022/06/09 11:08:04 AM EST,Local;State;National;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Social media,"Record-Journal, CNN, WTNH, WFSB, El Nuevo Día.",Social media,Meriden,PUERTO RICO,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,A lot,A lot,Some,Some,Agree,Agree,Neutral
English,2022/06/09 12:59:55 PM EST,Local,Politics;Education;Local events;Diversity and social justice;Environmental issues & climate change,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to community engagement,Newspapers,"R-J, ct mirror, fox 61 news",Newspapers,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,English,Some,A lot,Some,A lot,Agree,Agree,Agree
English,2022/06/09 3:59:57 PM EST,Local,"Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,Email/newsletter,facebook,Email/newsletter,Wallingford,USA,18-29,Student,Yes,Yes,Yes,NA,Both English and Spanish,Yes,Woman,Both English and Spanish,NA,NA,Some,Some,Some,Some,Neutral,Neutral,Neutral
English,2022/06/09 5:57:23 PM EST,State,"Sports;Music, arts, and culture;Health;Finance, wealth, and financial literacy;Real estate and homeownership;Travel and hospitality;Food",Topics related to families with children;Topics related to young adults;Topics related to community engagement,News apps/news websites,Record Journal,Text message,Meriden,USA,18-29,Parent,Yes,Yes,Yes,NA,English,No,Woman,English,English,English,Some,Some,Some,Some,Neutral,Neutral,Neutral
English,2022/06/09 6:02:55 PM EST,State,"Sports;Music, arts, and culture;Education;Travel and hospitality;Food",Topics related to teens;Topics related to small business owners;Topics related to community engagement,TV,Univision,TV,All others,DOMINICAN REPUBLIC,60-69,Business owner,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,Some,Some,Some,Neutral,Agree,Neutral
English,2022/06/09 7:21:02 PM EST,State,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to community engagement,TV,CNN,TV,All others,USA,50-59,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,English,Some,Some,Some,A lot,Neutral,Neutral,Disagree
English,2022/06/10 8:13:56 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,News apps/news websites,RJ/CNN/PBS,News apps/news websites,Meriden,USA,60-69,None of these,Yes,Yes,Yes,age50_99,Both English and Spanish,Yes,Man,English,English,English,A lot,A lot,Some,Some,Agree,Agree,Neutral
English,2022/06/10 4:25:16 PM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Email/newsletter,Fox News,Email/newsletter,Meriden,USA,30-39,Student,Yes,Yes,Yes,age30_49,English,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,Not at all,Not at all,Not at all,Agree,Disagree,Disagree
English,2022/06/10 5:00:28 PM EST,Local,"Sports;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,TV,Record Journal,Newspapers,Meriden,USA,50-59,None of these,No,No,Yes,age50_99,English,No,Man,English,English,English,Some,A lot,Some,Some,Agree,Agree,Agree
English,2022/06/11 5:19:33 AM EST,Local;State;Regional/New England/NYC Metro,Sports;Politics;Local businesses;Education;Opportunities for community engagement,Topics related to seniors;Topics related to young adults;Topics related to community engagement,Social media,"Record Journal, WFSB, BBC, Facebook",Social media,All others,USA,50-59,None of these,Yes,Yes,Yes,age50_99,English,No,Woman,English,English,English,Some,A lot,Some,Some,Agree,Agree,Neutral
English,2022/06/11 7:11:44 AM EST,Local,"Music, arts, and culture;Local businesses;Local events;Opportunities for community engagement;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,Newspapers,Record Journal,Newspapers,Meriden,PUERTO RICO,40-49,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Man,Both English and Spanish,Both English and Spanish,Both English and Spanish,Not at all,A lot,Some,Some,Agree,Agree,Agree
English,2022/06/11 8:27:00 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Technology",Topics related to teens;Topics related to young adults;Topics related to community engagement,Social media,NBC News Stay Tuned,News apps/news websites,Wallingford,USA,Under 18,Student,Yes,Yes,No,age00_29,Spanish,Yes,Man,Both English and Spanish,I don't use this format,Both English and Spanish,A lot,A lot,Some,Some,Neutral,Neutral,Neutral
English,2022/06/11 9:10:49 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to community engagement,News apps/news websites,"Fox News, cnn, Facebook, Instagram",Social media,Wallingford,DOMINICAN REPUBLIC,30-39,Parent,Yes,Yes,Yes,age30_49,Both English and Spanish,Yes,Woman,Both English and Spanish,Both English and Spanish,Both English and Spanish,Some,A lot,Some,A lot,Agree,Agree,Agree
English,2022/06/11 9:15:55 AM EST,Local;State;National,"Sports;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Technology;Food",Topics related to families with children;Topics related to seniors,Radio,NA,TV,All others,OTHER,60-69,None of these,Yes,Yes,Yes,age50_99,English,Yes,Man,Both English and Spanish,NA,NA,A lot,NA,NA,NA,Neutral,Agree,Neutral
English,2022/06/11 9:54:47 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change",Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Social media,Usually Telemundo,Social media,Wallingford,USA,Under 18,Student,Yes,Yes,No,age00_29,Both English and Spanish,Yes,Woman,NA,NA,Both English and Spanish,Some,A lot,Some,Some,Agree,Agree,Agree
